,IMMP1L,SRP14,SEC61B,SEC63,SRPRB,SRP19,SRP54,SEC61G,HSPA5,IMMP2L,SEC61A2,OXA1L,SEC11A,SPCS1,SEC11C,SPCS2,SEC62,SPCS3,SEC61A1,SRP72,SRP68
SIDM00346,-0.5774601865514302,2.5538619646363596,2.5697677348448407,1.9606144532744576,1.7734819623258564,1.6760779476341905,1.7172128558496798,2.556334507920628,1.5556717207789532,0.1358637666193115,-0.6872929097578262,1.3570190283973311,2.8366339551074327,2.491029136859984,-0.33363445668206193,-0.3830393525489464,0.8903491389346233,1.1898309468051895,0.6364036079977295,2.8465746353243984,1.9414104752918142
SIDM00129,0.05466757984500566,2.088382330151879,3.1891103413081874,0.17009641597502076,1.4486894217263002,1.2631454047477695,1.063257008058547,2.9200333650607546,1.9551235519256187,0.9073795048952772,-0.7034914192706359,1.3997694274759567,2.7927084227028773,2.890929924018722,0.5494806520396172,-0.46906496654185265,-0.5557832062396834,1.0257763688308907,1.2828024234642623,1.3237446238051838,1.7000614445369677
SIDM00627,-0.015542556194456505,2.772982946464857,3.052818220163183,1.330009969805473,1.9831410435854087,1.4336197629038214,1.9324766626817267,2.866824187170916,1.6850119846773137,-0.32094547871085344,-0.798595256091201,1.785559344264684,2.697169623770756,2.219287994873502,-0.25289318831462826,-0.510873173182313,1.237288339518322,1.0932643399016835,0.8362700941046091,2.131740487346996,1.9456429954870196
SIDM00293,0.017422346886817215,2.7214669588986147,3.0650906855456044,1.7404798565475756,2.2153100713084624,2.0099369136733913,1.615458640763218,2.9891906404169912,1.5340617831123926,0.029282235663436924,-0.5724952145561041,0.9123469587320787,2.6391355830710794,2.593963653810386,1.5898012280528644,-0.36868996076832145,1.048145282714893,0.8519227604131762,0.9049024486416062,2.588320269095152,1.944864936495738
SIDM00274,-0.17723964520765903,2.4975470262903205,2.659524638129274,1.7697455713492394,1.6213406913980553,1.5716949254423438,1.529360390397156,3.04652196645598,1.8382392948096746,0.48665920913784294,-0.6470721484338285,1.2428915691747027,2.8163350630005946,2.4797271853856526,-0.009383394743360115,-0.4616913478610854,1.1105687062081102,1.0774788817578265,0.6854071189344864,2.4987027271795026,1.488035703390634
SIDM00544,-0.01571561442278974,2.730946402813114,3.025542455555988,2.1115873273570034,1.951882870739086,2.297779719274929,1.5763442805914374,3.0328775058750024,1.619872574434856,-0.11107650408779861,-0.48585495503167764,1.2488785883817837,2.707231336750863,2.5369459161075647,0.032811914997422004,-0.36647152988486587,0.8766761064306627,0.9049570506095319,0.7358087057459766,2.6547257778257407,2.0807440848096013
SIDM01006,0.17721912370585247,2.834197127666531,3.313480028520734,2.0720382811394504,2.5513069142064273,2.406179698529282,2.2286703615123202,3.304560201502302,2.4094728164345818,-0.00416624969836765,-0.7337737858370098,1.5212403461025041,2.9179352875924587,3.042417409289525,1.3815534887212477,0.7393961367831282,1.6780539360765765,2.1663830964818747,1.8784610847089147,2.602763443064576,2.2149696835730173
SIDM00302,-0.2817033098514308,2.6766782020708413,2.923908233480882,1.6535427253221062,1.7614844094312787,1.7895404852693717,1.7604629441123303,3.0417516115020162,2.24041317576703,-0.3136644416731926,-0.7349480751383852,0.9713600835934684,2.79402069298214,2.5354740430641565,-0.056229104217005894,-0.45946711344040503,1.199609187664067,1.2829295104456258,1.1359425180221396,2.630849411504452,1.8757102826956709
SIDM00549,0.29186031962344144,2.7707820055089414,2.957202563675948,1.8835284027011547,1.684838158275645,1.8491229004073333,1.588990866023125,2.735575800923506,1.2974206680291194,-0.10289682244028006,-0.5476197366609061,1.304572551599055,2.66119522044594,2.5694852461741378,-0.09777493261122451,-0.34029350295730365,0.9946628242061496,0.7815853433805432,0.637199768429453,2.6902433853934964,1.8607368996400675
SIDM00292,0.23131029249009194,2.7532598921522387,2.90610020598482,1.5839582549321325,2.013522567434551,2.0290744057026893,2.019784861198339,3.076033450459984,1.6282239476265374,0.02109876756472872,-0.6689276327072241,0.7469292830753708,2.6377121927984493,2.2868113775527528,1.185350688316652,-0.3452512857639749,0.9491222114496306,1.0165814678921214,0.7381941213714707,2.471621672885563,1.8307224692933746
SIDM00623,-0.5271392504567793,2.6624705538575233,3.351666505026519,1.4305140745389697,1.6226425552009076,2.3208867368751154,2.122504958096633,2.895578373529021,1.739307011508237,-0.1890261691996241,-0.06886119235374273,1.3002064276350407,2.4310104837132798,2.5827089065323032,0.9165389282401742,-0.5329232386846458,1.07317141260488,0.905137533360808,0.9351900386334059,2.5963595767135104,1.781406423258892
SIDM00638,-0.3397412534565311,2.6750519684667062,2.945722455773066,1.4612562911726705,1.8962428226133554,1.559634174023145,1.8812027655161954,3.3771932667241638,1.981222997059807,1.2143538925131439,-0.6195545907579333,1.2968907054309498,3.0858190041307667,2.4040588024991276,0.17510544822822924,-0.2501598811817945,0.8069971623922593,1.2172212092919237,0.8685131681541947,2.237143760788575,1.9136137031689733
SIDM00527,-0.14077059729454872,2.7785754563568164,2.83195105724776,1.611832946522072,1.318838286249784,1.6711702432393702,1.6558596599535638,3.0225555688618937,2.0700269177277124,0.07594910185325109,-0.5550479346674069,1.2106356914939123,2.847709298806067,2.6682953969610406,-0.1384717840239331,-0.4190934763270267,1.0137174928929704,0.838636842321304,1.0752894089938767,2.440420969419281,1.723985100409434
SIDM00976,-0.09347113394486338,2.682363967142961,3.0882121004786347,1.4509462701497335,1.6024043659441862,1.9204496731303948,1.6098066328998677,3.1063555014144293,2.0864067678301317,0.17118304031982512,-0.7058065655664134,1.0107437686822607,2.765494193115151,2.22562602640477,-0.12566454612293387,-0.47847394473497507,0.8653336345965318,1.562932755079875,0.953787215416542,2.5811606279336274,1.7835150937244002
SIDM00316,-0.33666738757573644,2.77127605338799,3.132113555493922,1.6403174086109054,1.9093934424108878,1.9797098956117392,1.6267961347629858,3.318155897264186,2.0946676881603836,0.04380784614932095,-0.6631521940365179,0.9981088882703696,2.7028997790994596,2.6379740084057914,-0.40436299030497147,-0.2723084694747982,0.9802767306263562,1.1671580507285946,1.3125689663444864,2.487248048983033,1.9700658772017585
SIDM00326,-0.06258614355306087,2.7882077100063904,3.327481956568649,1.4539417020015333,2.0301226924714606,1.7321079731385505,1.75854594528681,3.7250468180629377,2.315799673680134,-0.20296551425611195,-0.5261084394655142,1.0417651336601177,3.1265527354921256,2.395824118498638,-0.3450819345653287,-0.4626114950250387,1.4784381941152969,1.0378066423558645,1.1654000982606565,2.175469827679628,1.8181191879281207
SIDM01093,0.32697799883810524,2.7978037503357265,2.9095754652293655,1.24851768566725,1.9807982363955767,2.001392775104139,1.6277849401095252,2.9134529096708324,1.928237341642381,-0.36269137161676535,-0.44345645689580154,1.1494340658700488,2.8812570763377163,2.459143182089893,-0.2056228614915565,-0.39056026513335146,1.2562713621210753,1.7279495521998955,1.1203466172613454,2.441840647140412,1.9120239915426955
SIDM01098,-0.6554316559387803,2.6985854040498505,3.1273548189709053,1.5959285376100687,1.6247712989423282,1.8768457188792826,1.5456143332251002,3.067384360510152,2.1391744776734667,0.011230086581683613,-0.5612206506693895,1.3493247702910673,3.0872138141114873,2.8673392889346943,0.06516290411142803,-0.48324739436985203,0.8081773302333406,0.8122663748031662,1.0857448217768797,2.865945329138766,2.0519717417052687
SIDM00424,0.7592267619139011,2.5622199212866943,2.6113205779634328,1.7302276509419288,2.2879862406263407,1.8762728044405905,1.8992643670780185,3.1451660290711905,1.2230953926493857,0.22271517774714483,-0.6465662103235054,1.0763964544903646,2.561075658540513,2.5916297416555545,0.4052987913149633,-0.06402810463576034,1.298147754667752,1.4793738285129365,0.9091955407987979,2.6784060638994385,1.7205354033143045
SIDM00973,0.06677074056174143,2.69457544132695,3.141364172331208,1.5988626732226139,1.9792139509487143,2.1851200797744155,2.0592563450018235,3.5108387353792825,2.532021716548294,0.5551211945578398,-0.53098356407107,0.8355573437748014,2.4486667947665044,2.512777935351214,0.0365884938292368,-0.43009680574083753,1.3243971921930873,1.164118844948098,0.9981372827144948,2.5641001601461713,2.0121618075688033
SIDM00411,-0.2638774002320346,2.831367041188912,2.948510813182256,1.4082687028799368,1.6164874278617787,1.832641916123537,1.83618368464032,3.084093028775047,1.83882171091021,-0.28041828532730095,-0.7728285908252386,1.1473746761924821,3.0990433906424593,2.2878295601951733,-0.20094975297920406,-0.22228760215199794,1.0280108177096827,1.1661295684759228,0.8834227683133015,2.398769616827838,2.165163219965743
SIDM00374,0.038547525031650064,2.4215607280755345,3.456853005525117,1.634294484918459,2.0792498463215225,2.1013489467861812,1.910544363224472,3.14471458627836,1.8064635666902147,0.1634438045016669,-0.41774058217241244,1.4209751079739763,2.5105974780851947,2.6980046573818006,0.9656732858151207,-0.18086093980274837,1.1429391116614098,1.2019962899989236,1.1223165782719027,2.5956591827585065,2.100195543864339
SIDM01160,-0.5028000999412733,2.7964371038130547,2.7676090347552926,1.372943927825314,1.8573143735353346,1.735115672316936,1.8204815608070677,2.8912170035464952,1.996512624008981,-0.11162499398607496,-0.6067125135635444,1.1713166770665016,2.8851999704986757,2.409236214150548,-0.02415994683220542,-0.5052384681044391,1.02608079154199,1.0012466192782907,0.7082329458290798,2.442981714687094,2.08672677657991
SIDM00145,0.25660763278279586,2.818578231972704,2.9988587442461188,1.4413433566145484,1.6542571118097695,2.035645861093214,1.8116997770153134,2.8130041247704054,1.1950043178542178,-0.017252251691598358,-0.4918328163462207,0.8362386171440201,2.2676472785960033,2.5500300986660065,0.03803273126658159,-0.36259140850915983,0.6090182925876513,1.1803801935814267,0.6985165558975567,2.8070963587253903,2.020429559648783
SIDM00975,-0.5641298356069692,2.7119409073425658,2.840588255885106,1.8129494109415765,1.4103822245369186,1.8334157150665376,1.5608312942626428,3.1560963812426484,1.853154639022801,1.095378657515165,-0.5644008304483363,1.1450546886117556,2.8647774182518457,2.9261998333712844,-0.33881491945433495,-0.3913051903012024,0.8169698968894713,0.8745449270010605,0.8403657373194137,2.4466081384085334,1.6915624739523947
SIDM00971,-0.25866253576679027,2.7934141002151147,2.905223890061999,1.6345716088054358,1.970599331149608,1.8424576602577964,1.8364154849483374,2.7201362334755634,1.6786476417502088,-0.15821370417140762,-0.6376117908888493,1.110918971863658,2.615412159808495,2.8607070657899074,-0.09819759178470794,-0.46640222158868594,1.6449661347571074,0.49887628220341923,0.8207978947715174,2.684322756987806,1.7636547137024627
SIDM00251,-0.03987538304160858,2.6006718134511457,2.8147057571848317,1.6068621890077521,1.3216468325761848,1.902292742488655,1.7286781870274504,2.744374682550764,1.5098275105448922,-0.09968148982504482,-0.7124596582286091,1.3249520055666166,2.622160386035011,2.5768117166655986,0.12464733325498303,-0.45998201434015357,1.019257917410056,1.4275127340502187,0.8387152426338143,2.6700562128438037,1.8437299932052653
SIDM00412,0.16060783161946063,2.8274604383637434,3.1652979175140312,1.3987879670184686,1.53059980544561,2.1836096441920585,1.9060087784414086,2.7601162833956607,1.4234075560148185,-0.22696413491815834,-0.47540670699593035,1.3996424655658495,2.5611733843761897,2.499151162008373,0.9756487395749062,-0.08892289985571411,1.3829534280851117,1.1598387686976384,0.43011066925321356,2.295833847316562,2.088076470321854
SIDM00023,-0.4095879823416805,2.8770981616626115,2.850474478946668,1.166438983521466,1.5594392201799705,1.3875523352574446,1.946955490444822,2.8847475206042468,1.9882990281394626,-0.1177021302431665,-0.5028820119079714,1.4968224587836414,2.9484650955761484,2.3694291788234985,-0.19453632836537055,-0.36096894035640864,1.0075963144734024,1.0439822751494783,0.6560172432523531,2.2380311678877085,2.182210645840274
SIDM01198,0.41926518101331406,2.61957949075734,2.886126555407851,1.571705486364134,2.386988293122867,2.3363854057593585,1.8242756097562334,3.1988095804292045,1.5684590113659405,0.004772264045441058,-0.48459238924684833,1.2088648151952228,2.7892373746377914,1.992591416354163,0.6124049934058595,-0.26736235173023515,1.5242936673443668,1.109762468602278,0.5371383192352526,2.3799551051474417,1.9995694067534424
SIDM00441,-0.20861200343276998,2.5548354804501874,2.7935023581638894,1.8318760969537773,1.9641955908831799,1.9761481330019042,1.5155183519411068,2.6223662715424103,1.5389958456883375,-0.3104937587950016,-0.5538973604018321,1.2673524340952524,2.945842356807744,2.518044563914329,-0.13224071392985345,-0.3029918374243146,1.026051420347229,1.3126288484048314,0.7208188083711679,2.6386494432425773,1.9318464853655537
SIDM00388,0.1342522058260875,2.8129367103969423,3.0822278099431326,1.9063834902741248,1.9033439222471085,2.1034074607341995,1.8042787516164644,2.860468794966561,1.573009265634698,-0.30431823677610875,-0.35912116714965425,1.3763549493972034,2.6766107916319295,2.567717590494479,0.4979740254302405,-0.3743292178941106,1.2867247191307962,1.0583325368140204,0.6397106247833705,2.5335269312075566,1.8938601806619753
SIDM00417,0.16417869632453364,2.8431347734339663,3.007646137946839,0.9320095165408648,2.152205023260797,2.1956916153517065,1.9775889263378834,2.849492810915659,2.2368249948031895,-0.3157993341692591,-0.6087545290604743,0.9445166689281471,2.7853400173987017,3.1931741461122596,0.7057816929081131,-0.36758882895241024,0.9855882044674937,1.31368654045093,1.4557584215898094,2.1986611392855235,1.6713043873407216
SIDM00416,-0.02158374860094727,2.844291578603294,2.9379208863148585,1.5988022425626336,1.8925819485892945,2.4173323818248216,1.8483941646306488,2.88832195713929,1.331182739358025,0.21861360541423092,-0.3329574413829546,1.2501455890973376,2.2593351426890886,2.5161942685718035,0.7388426388137661,-0.25635291937440224,1.4146418590499175,1.2079996605782277,0.5344247182663215,2.691209917066189,1.972169672445338
SIDM00974,-0.4078449124547694,2.4528067989571234,2.785005975991463,1.480999016516963,2.1606954434687213,1.9825318157188911,1.3290385034688705,2.7751473741103916,1.8127304340376824,0.7306511306459575,-0.7737518155599393,1.081193027274534,3.0047261573741784,2.967826832997917,0.23061511482613894,-0.2610646127466422,1.00445124091006,1.3323028879914973,1.1698768921878828,2.4141899190183995,1.631582444882133
SIDM00833,-0.5088475325927149,2.5303496399420538,2.7308709166868073,1.2933866510023857,1.6798023813009153,1.8192767571785202,1.8305570339301063,2.601194106470925,1.6737322181797687,-0.026278693794871914,-0.6639618307497744,1.0346191717812274,2.770604646473946,2.2162938109459747,-0.32062185809136684,-0.39163014724523804,1.0007226217521874,1.0289119665856492,0.6205235436174154,2.6025961663912174,1.9474739786865345
SIDM00562,0.4270189717965599,2.594668760434342,3.266380902665898,-0.652992491824724,2.6060664187850784,1.949734192183364,1.7981789683139835,3.1231225576423087,2.3051845254239014,0.15104874132923293,-0.7741951489747699,1.6428150750453623,2.87296850559258,2.8729470883891093,0.6643321735070555,-0.4338081046917551,1.5168718877354965,1.6115092657718317,1.297109664834926,2.849488557361656,1.8575497866326347
SIDM01102,0.14567880144305317,2.6865369824192085,3.20116253414653,1.6414633186485412,2.2706235318670234,2.249319535771188,1.9774382175106955,3.251951487607535,1.9180342144597355,-0.16438057872662803,-0.42067210351290574,1.5584029290168868,2.8647915401869337,2.887218691168502,0.8532469378237519,-0.2869543426741113,1.0503112060670163,1.173025193506768,0.7115906443346457,2.571368721520269,1.9677924068441928
SIDM00418,-0.7366694085425942,2.6381680868300244,2.98256890552557,1.673344993348095,1.6627961510384854,1.7955079315806362,1.6551877006350622,2.643625480350195,2.0533208921122292,0.18625113661430387,-0.5082043934656085,1.363247319340185,2.8863547634930344,2.461603244935273,-0.07405254341789841,-0.3661278143412737,1.104765244305741,0.6638583213315317,0.5788577523481176,2.608593027376068,2.4247593293703513
SIDM00841,-0.4118409117049816,2.179979302532243,3.1655895570560166,1.6104334432833345,1.9006565841884162,1.8714051280526742,1.5275733348851606,3.288664574558799,1.8900633431811988,0.0563448481122304,-0.6866566046585261,1.1812110972939054,2.817611854164033,2.703156139954763,0.10683918800589097,-0.3890947481639372,0.8388352251459344,0.9608236550556456,1.0898073057268,2.9645416648056546,2.08685407086418
SIDM00260,-0.2188536073268016,2.7225683039058626,2.808596168029603,1.561629248103224,1.7280149108861402,1.7477523596671107,1.8262640290270487,2.592033869584276,2.1679421476489367,-0.10306848171767896,-0.6700634125397859,1.035022431245248,2.9210275459256945,2.047727549512906,-0.2948829318908363,-0.2934833929399695,1.2860062896357087,0.9381602748997703,0.7380450767040303,2.6497127858939638,1.8971396349162315
SIDM00111,-0.02904108231274996,2.68717418394098,2.9879305085115657,1.6447944006485644,1.58262458265688,2.0055328441526212,1.6093595590073155,3.143367751216892,2.5283742050666804,-0.016132672381899388,-0.7106641484550953,0.9932402783628743,3.19777159009055,2.454550854100522,-0.6745894795371921,-0.4406229795541236,1.166091692703121,0.9491417987681999,0.48653982930353357,2.4766916086209525,2.0258308929820004
SIDM01179,-0.46567841384623415,2.3010998522732202,2.819910448482937,1.8028199828514413,1.5667051889891515,1.605395910959989,1.3624283047301224,2.946215847962602,2.1530608461229774,0.44532447640046485,-0.5470743304776647,0.9594005687472671,2.896101682167961,2.4628954181370966,-0.030848749582812775,-0.5291654277661457,1.068321115060963,1.1015367841848305,0.7302989983723802,2.522975664565914,2.22380087692192
SIDM00351,-0.19362560716536212,2.4969073056683495,2.744185661145452,1.7669777209531188,1.6847482562823939,1.9687054483423394,1.730314389716663,2.8685280223308998,1.77151005401591,0.1263357073339146,-0.6453788180155072,1.0904459283983707,2.7346199455092477,2.8088856297586435,-0.18698204260524237,-0.26849154223627375,1.1636962257283616,0.4858155882171514,0.7437447369979052,2.484792736646783,1.934585546801931
SIDM01205,-0.37812749956602937,2.493147859555708,2.7936485645528824,1.658015192082796,1.6953098963983622,1.5165240305449488,1.6633046815737766,2.6536150682350574,1.6746747624932787,-0.06488149692411051,-0.6067039692941557,1.6284172520102307,3.1999949896730326,2.744626731882587,-0.26409613460575787,-0.36838867140526504,0.7567478637755612,0.9533872506197273,0.6646662101166669,2.791248648356278,1.9613606731294375
SIDM01095,0.09708175050193611,2.5545451570614466,3.1079772762061606,1.8857855836734796,1.931932738569592,2.0258751212166013,1.8693374914798557,3.1275604898554166,2.2814979274027274,0.4710832580238596,-0.5473059318219562,1.1728169347361435,3.0007438461941827,2.315219351407555,-0.4197348411146077,-0.4645934024516783,0.9219552378866197,0.6978236295626289,0.8802001721966682,2.7027714847443334,1.860690473523237
SIDM01159,-0.29116744439983716,2.5829589784657347,3.1177652924990116,1.4298563786402747,1.5840013754577353,2.275568565253751,1.89648726727512,3.1222404085904722,2.3173286185894315,-0.08822512673521174,-0.761727374459621,1.1067267731517931,2.9399104301251113,2.4530104627095106,-0.14880665566128168,-0.2810110343206455,1.0926587992563581,0.8656107882635746,0.7553335421697762,2.4879181077145347,1.9416793919642097
SIDM01183,0.704395385515107,2.5344981795991366,3.1129354648929732,1.0949111287746454,2.108040289663588,1.8047790952923692,1.8472235897846196,3.205145981170214,2.0035276264928825,-0.48776346665525633,-0.5797116877544154,0.8889668374734969,2.395801407149684,2.38399202207681,1.649763193555106,-0.46644393088061836,1.3339733545645367,1.142826819077874,1.2935806850735294,2.571045260082369,2.0543512204169962
SIDM00328,-0.1530318891613727,2.580097291370826,2.661467832974871,1.6307842342775338,2.200963388142361,1.7752051288969217,1.9703206415067662,3.0566008148202375,1.7491438729768138,-0.14140563625384786,-0.6862214295908359,1.6991929046774086,3.0904474844883727,2.4722444584103784,-0.07878824629676552,-0.4343730512770644,1.5186189468363445,0.7694504961787573,1.0071593515972501,2.3332096077126185,2.032563398944124
SIDM00389,0.62415271190253,2.70059172150595,2.9421621074163045,1.5083052672917183,1.7944748754058568,2.045915318470969,1.996423170724354,3.09682552157215,1.8399907467249192,0.34038878136092815,-0.6040041979515964,1.2054907001662576,2.3213796268756277,2.6002258081152756,0.3679701206126413,-0.0904243028710414,1.191130388945829,1.5965330684481616,0.7848277959447347,2.69167099729846,1.9566376799773761
SIDM00489,-0.5490318020946608,2.4697998787936837,3.148899448814669,1.9672731662573912,1.7979974126602358,1.976448869865229,1.7945210027508491,3.4616611950465273,2.095786391177546,-0.1547050664088302,-0.6943859956584236,0.9903774609718355,2.7152764764408412,2.3845574952425004,-0.18727742861945373,-0.4149745697305342,1.4224373789856282,0.8248413376707693,0.6615446264796552,2.071312636267987,2.22892096896563
SIDM00953,0.5799902237271612,2.8355158104135514,2.7014639307895107,1.6211236981952906,2.171950572081814,1.5008975906490367,1.5620327796580322,2.8198086431854503,1.418253183665285,0.11836509620612487,-0.513053675229062,0.9911029647675149,2.8531467192579476,2.140080286897093,0.46037031284094115,-0.3155910682531738,0.6539157799372468,0.6850197088684019,0.6589834610690429,2.4120020316339716,1.9145198512398243
SIDM01245,0.25067816631589407,2.583735836582115,2.8121422629949255,1.5503291018957361,1.7202307470914284,1.589830792515611,1.9192261562466815,2.965823251526811,0.989207968760594,-0.04851663961305798,-0.6167608256727384,1.5499498633633184,2.67677383313117,2.445624566027167,-0.04389621474264699,-0.18996051848181372,0.7870671649047601,1.0020200561302544,0.7808804778119647,2.6234645144225768,1.9922999478014214
SIDM00929,0.2856502656601518,2.4823549283536654,3.0120607826093884,1.4779766367006213,2.0323488288142646,2.0594372218536803,1.4099987786958306,3.1767760289319367,1.6661338147508977,-0.14555677306159095,-0.473224856055644,0.7060985176051481,2.4136078922666644,2.3311832588667327,-0.14375599835747122,-0.47921198306454205,0.9303996034703466,1.6703690520505505,1.3037726489803185,2.78474360665106,1.5600937912484725
SIDM00732,-0.350558272392281,2.2668949697295697,2.8414212269846457,1.7854537538151947,1.8875561351127086,2.0603800327786757,2.1548656403327873,3.0718973143476513,2.18417961822752,-0.23890664851284335,-0.7143123403028878,1.1225375551114238,2.4045796946645925,2.779943877927848,-0.5738196491739027,-0.47912483129765554,0.8609934831614379,1.6855959827828755,1.0975213364231495,2.5832817867689255,1.9720239617389077
SIDM01047,-0.013670082566042885,2.6341283651141802,2.3529247562504523,2.3300835616556013,2.0204762251960737,1.433081144439687,1.431779325320272,2.440267262634675,1.3296316715011876,0.23680825078317685,-0.7537641634960603,1.1068203138737187,2.7697648358260576,2.594903395292436,-0.3578966668936326,-0.34570706318346506,1.261243019902961,1.2010357961432148,0.7988129461422363,3.042775495014218,2.2688758447290187
SIDM01229,-0.5610457746950437,2.685801552023893,3.02191679443361,2.001713135960939,2.120895309896199,1.8722926881172834,1.7898665754351346,3.0611372409002193,2.133224501997074,-0.01836663410968789,-0.8082851089958656,1.3794654986276023,3.037489411382142,1.8949991539265956,0.037363404359481885,-0.4113538178692018,1.347020458167776,0.9550013396377239,0.34811099584288396,2.742098197547849,1.9329912361278383
SIDM00540,0.02208250627238008,2.7098747130413345,2.9140592990075156,1.9014839555611989,1.5212460572667599,1.743431052556229,1.8438257755356826,3.4404840426080634,1.8956652829487568,0.09204817137052215,-0.7128407269363196,1.089072565923335,2.802933744917538,2.3662654827029503,-0.4659871218107573,-0.26436601652855946,0.9342990751858794,0.9969687672395037,0.7032923377743878,2.080385551043225,1.9182751298275862
SIDM00264,-0.10213384798757554,2.984726654462051,2.8513909127642973,1.7974179364971488,1.3848238247887334,1.772302769303056,1.8764172409459046,2.772642940260416,1.9777918561719179,0.04161063011865581,-0.5074411572344247,1.4054428441205928,2.5873507566881737,2.4318731619490976,0.17363590643879123,-0.49291925398855924,1.000764806158153,0.29795801907883435,0.6078903184798052,2.5801551504160356,2.0222772320622884
SIDM00842,-0.3114647512793429,2.327674602769559,3.174616312184682,1.7710966624888158,1.7997934092026566,2.1672129514645517,1.8610393132640388,2.5667459029964603,2.088337545006916,0.8156229490498488,-0.5314991632234896,1.2603618401922023,2.6365886505307197,2.245995351248534,0.11355862262366305,-0.3601161267126596,1.04795512913496,1.0312656889957696,0.886457731793644,2.6701802943674093,2.1465049018024867
SIDM00923,-0.24717927156496786,2.5631016763996484,3.025500184478958,1.4149418449038356,1.8508405505450072,1.8501819932897807,1.725163012174158,3.1889747838137916,1.996080738189841,-0.018556721308308752,-0.6111516533783984,0.9085744930260085,2.7598412328721205,2.3732358396446283,-0.18572137950571768,-0.5351540592458947,1.267382401233412,1.3478165288905815,0.9398907407096925,2.3207615846741003,1.8770102702202447
SIDM00120,-0.053395085944976925,2.5292470338501487,2.772594868009226,1.1442941983925357,1.6965021634136548,1.8592806186661803,2.25336288415122,2.8879265805819987,1.887688071830092,-0.12430797157453835,-0.4448175479689479,0.8955239693904081,2.7164190966023996,2.4427518444121383,-0.04544049675346225,-0.45585914914549963,0.9843228038692861,0.7365026080158404,0.5977701846471177,2.497283100565259,2.0048004011235196
SIDM00900,-0.23752801594754097,2.614772838834766,3.435300866586072,1.7381808371220242,2.1094781433321788,2.0740267045078697,1.9761608123996293,3.0761749102899296,2.0527131939264485,-0.12735390465747826,-0.7702818700179281,1.3362521141794381,2.6065213576925195,2.2625488732518955,1.2053814137571868,-0.3257008986089233,1.0644247854905602,1.7272368843666346,1.1726046750276702,2.714878608097324,1.9186542151692925
SIDM00962,-0.27546161050509776,2.622261086093926,2.274042171235292,1.8753068795155605,1.879146544480874,1.9022365720392544,1.5414124140173018,2.4653601871116546,0.9835445258490811,0.0637903661019861,-0.675921264965057,1.557407725071544,2.6517984084227986,2.593750305205634,-0.11771944968234652,-0.4034927509591215,0.8192221420036137,1.1329354902018816,0.5920830870168142,2.7354987614931785,1.9306636223702855
SIDM00889,0.003175839309009702,2.670003505379666,2.9653295586267663,1.389371101879894,1.698093428077882,2.054468550888348,1.663807074240685,2.838192722050284,1.6118108146702044,0.36354460374665964,-0.39997052470130423,1.3366114027612552,2.804437369885264,2.6416641037305726,0.3311798983001479,-0.2931209191404413,0.9017524166464972,0.9357931384090517,0.8255228125879505,2.6593033164484794,1.7994450853742185
SIDM00864,0.308562247854185,2.4099550977290223,3.0963275093990394,1.5937877587002898,2.197198725823171,1.9380954987352625,2.147255116243492,3.051843092944271,1.7537085215691435,-0.09798958721626888,-0.6675378755433814,1.1878545586497222,2.495280185469251,2.2508643656412075,-0.16336475366259187,-0.5261287486144558,1.1276703689115288,0.7976115760885094,1.0697121035024375,2.3975806641437805,1.8958174757461521
SIDM00233,-0.29973515659270455,2.518494400979172,2.8006187049611078,1.3798252475312485,1.64719744818707,2.073175626273884,1.7684982003651064,2.8032595326346654,0.9631690641437711,0.004332965264366131,-0.6613445308719992,1.7349449610515753,2.7772735098267303,2.8081221234001696,1.1049959423739215,-0.5021201108479297,0.9067966850772675,1.1280514619507884,0.8259109441476497,2.480876716322183,1.8356259155895938
SIDM01233,-0.05583565955496355,2.511406982256351,2.9458812275627992,1.568758833239238,1.7246310077050038,2.0067861801004074,1.6771624642889877,2.9307533728622253,1.743287483877856,-0.10996196589633717,-0.6036677479323289,1.1013628610774722,2.790503542129962,2.564873137092062,-0.39090141246842103,-0.007392246640354687,0.9743186710443806,0.682945079090043,0.8222621734389762,2.251333683316551,1.8312216740546785
SIDM00964,-0.07977732145747318,2.727706182864665,2.770415906248453,1.6519046849154708,1.5980705564958166,2.0306067296661614,1.9935206346128658,2.793450176496564,1.7378386708604185,-0.09704598323965374,-0.8160665021414871,1.0895091315493224,2.750264338677078,2.2329921425234334,-0.09757978870284231,-0.3892323576169126,0.9705113083385867,0.9552403095215707,0.8192337439849399,2.1650162972587608,1.735288448767708
SIDM00196,0.030708599723576445,2.877489122315678,2.866408748840258,1.9621212328274789,1.3591771950788099,1.903377079933161,1.6774028069914295,3.2913890333161935,1.3939007756898352,0.4486438619819693,-0.6563813465331868,1.0062204695844097,2.4728674346755835,2.286649776956343,0.8272847358518587,-0.3408784284334611,0.7868002335260627,0.7237474009447498,0.6808184569448569,2.6342214896654377,1.4584324890069222
SIDM00287,0.12361613459877788,2.7319115297015477,3.4395635102177264,1.9359646469342318,2.086608777839723,2.05597469932335,1.950380311095267,3.413016228428737,1.7601508153514744,0.11657544494392814,-0.5097556960867863,1.6165135892434168,2.5771193469086393,2.029353573734065,1.6685970254221991,-0.12848565090348604,1.533846206365998,1.5446961104117902,1.5525040021828596,2.7943981162620024,2.146681289153334
