SANGER_MODEL_ID,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,Axitinib,AZD7762,SB216763,KU-55933,Afatinib,PLX-4720,NU7441,Doramapimod,Wee1 Inhibitor,Nutlin-3a (-),PD173074,ZM447439,Alisertib,RO-3306,MK-2206,Palbociclib,Dactolisib,Pictilisib,AZD8055,PD0325901,Obatoclax Mesylate,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,BI-2536,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Tozasertib,PF-4708671,Erlotinib,Niraparib,MK-1775,Dinaciclib,Gemcitabine,Bortezomib,GSK269962A,SB505124,Tamoxifen,Fulvestrant,EPZ004777,Daporinad,BMS-345541,AZ960,Talazoparib,XAV939,Trametinib,Dabrafenib,Temozolomide,Ruxolitinib,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,LCL161,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,OSI-027,LGK974,VE-822,WZ4003,CZC24832,AZD5582,GSK2606414,PFI3,PCI-34051,Wnt-C59,I-BET-762,RVX-208,OTX015,GSK343,ML323,Entospletinib,PRT062607,Ribociclib,AGI-6780,AZD4547,Ibrutinib,Dactinomycin,Sabutoclax,LY2109761,OF-1,MN-64,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GSK2578215A,I-BRD9,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,Foretinib,BIBR-1532,AMG-319,MK-8776,Vinorelbine,VX-11e,AZ6102,GSK591,VE821,AZD6482,AT13148,BMS-754807,JQ1
SIDM00948,-2.38102,-4.61456,3.39918,0.692678,-4.7705005,3.587258,2.993165,0.558706,2.778127,4.038696,,-0.816704,,,0.476332,4.522819,,,1.058615,4.06871,2.770909,,2.709843,,2.294893,0.427264,-1.534525,1.693012,,2.834129,-0.530314,3.704094,1.091898,-4.476004,1.698247,-5.346163,1.780175,,2.599442,3.4343285,2.356049,4.598641,,,2.91825,3.236719,-0.582908,-2.414198,-3.031515,-5.526711,,,2.57997,3.6500435,4.573093,,1.868866,0.986821,3.583916,4.921399,1.857698,2.976133,5.842239,3.7766,3.832767,-1.874373,5.201466,-0.654888,4.270915,2.238236,3.44518,1.972359,-3.271014,4.42179,2.6512,5.034897,3.554034,2.230705,4.083011,1.66092,,3.449908,-0.29875,5.185616,5.108344,3.422537,3.717952,5.190932,4.571949,4.907982,1.716688,4.706661,0.638797,2.665982,4.427931,4.669728,3.821083,,4.900876,2.866561,4.188728,-4.5206515,-2.115739,4.076557,2.353748,2.838023,0.663441,1.8952495,2.461714,2.35816,2.208415,3.866608,3.402972,2.877153,0.468057,3.266501,2.264742,2.085052,3.775025,5.184961,5.201466,2.437884,3.002245,1.696012,2.283163,2.737781,2.679831,2.775125,-5.292672,2.734541,4.211434,0.610441,4.270548,3.516231,1.731543,-5.264666,2.58914,1.845036,4.220234,2.505797,,2.839591,,
SIDM00864,-2.395251,-1.681388,4.81856,3.515773,-3.692375,2.488487,2.122887,2.638141,4.72068,3.778981,,0.547261,,,0.32342,4.407457,,,2.56613,6.353137,3.235094,,1.660887,,5.013235,5.009235,2.188058,2.461361,,1.170442,-0.16282,7.045689,0.847734,-0.471092,3.327217,-0.631026,3.620523,,2.585177,5.6498645,3.456668,3.554699,,,1.888276,3.587434,1.707845,-3.837892,-0.749157,-6.152068,,,3.817365,4.4969365,4.51738,-3.809961,2.937693,0.670462,3.63096,3.047874,1.184915,5.61925,7.110568,3.822123,4.065991,-0.268993,4.671982,3.224556,0.670182,2.2314975,3.764315,2.299539,-2.386966,4.110529,1.466108,5.308819,2.760168,2.35505,5.049904,2.007596,,4.170613,2.896335,1.868937,5.682123,-0.096331,3.60453,5.589633,4.290931,4.32106,1.961901,5.081289,0.978745,3.587546,3.922745,2.743892,2.5739,,3.099553,3.012811,0.314333,-3.2830635,-0.300974,5.204896,4.075701,2.824712,2.015958,2.424413,2.161577,1.086083,2.730945,4.309947,1.978354,3.449462,2.575772,4.358913,0.917085,1.97569,4.447778,4.185111,4.193741,5.038977,5.762342,3.984072,5.651968,3.429947,1.58778,3.236678,-5.112718,2.564011,2.181778,2.197181,4.421357,5.218314,4.272134,-2.708472,3.017964,2.390781,4.528071,4.245497,,2.388959,,
SIDM00863,-4.30709,-4.751059,-0.08707,0.542492,-4.107105,2.82663,2.310925,1.14976,3.225972,3.664402,,-1.262322,,,0.558591,2.821605,,,0.46289,4.201478,1.995805,,1.086265,,0.890907,2.575477,-2.554267,0.076576,,3.969139,-1.126151,2.979157,-0.365047,-3.957353,1.604293,-3.492379,1.895971,,-0.018606,1.8592485,1.939659,4.365065,,,2.139091,3.277233,-0.891819,-3.522387,-5.053125,-5.444491,,,3.050248,2.545242,5.470084,-6.202055,2.620488,1.210911,0.701404,5.340363,3.395988,4.462684,6.741106,2.604287,4.205258,-3.067844,5.494217,-2.040943,2.499811,1.330165,5.489489,2.849215,-2.892851,3.003683,1.054237,4.76242,4.412699,2.8246,4.115445,1.336854,,4.010344,1.43414,2.766163,5.236867,1.249425,2.441361,4.905766,1.835628,4.159836,3.597983,5.397035,3.354341,3.1006285,4.051425,1.932062,1.916734,,2.382447,1.425892,2.418676,-4.903117,-3.163129,5.368771,4.283979,4.44695,0.800834,3.8606885,1.978407,2.329546,1.013487,4.03922,2.48458,1.885114,0.470333,2.83488,2.046393,1.416231,2.289711,5.494217,4.977796,3.623539,5.461972,2.25254,4.896396,1.186586,2.120721,5.380162,-6.343821,2.45276,5.074259,0.535256,5.492548,2.171982,0.212907,-3.926924,2.425273,4.510474,1.978866,1.461889,,3.011446,,
SIDM00793,-2.632277,-4.38093,2.587304,1.641837,-2.0413585,3.484783,2.958643,0.996172,1.782517,5.047896,,-0.568807,,,1.016962,5.760634,,,1.65383,3.681651,2.607812,,1.038662,,2.421669,3.446561,-3.763011,0.449615,,3.365787,-0.816732,4.438685,1.066646,-2.415961,1.589658,-6.035561,1.918893,,1.939905,3.361647,4.62889,3.503077,,,3.111281,5.281874,-0.07958,-3.233519,0.663144,-5.682605,,,2.808429,3.3806285,4.618692,-6.950517,2.361946,3.980346,4.489274,4.576173,2.736434,2.45695,5.991052,4.445401,3.626619,-2.60882,4.424327,-1.328729,3.397173,2.3557995,4.221709,2.061005,-3.191908,3.985789,2.839938,5.680761,5.000489,2.146301,3.553172,1.215578,,3.825209,2.051568,2.961327,4.631823,1.431824,4.311425,4.575719,2.587578,5.614666,1.195765,3.649262,0.77834,3.029475,3.577872,3.300544,1.554479,,2.926969,3.714573,3.71737,-4.280793,-2.216753,4.014397,4.640415,5.108092,1.256196,3.7495005,3.574827,2.906142,1.514624,3.859112,3.335034,3.814071,1.033644,3.280194,0.971003,1.664719,3.465671,5.012591,5.62088,2.818778,4.095742,2.760293,5.193799,3.156119,2.557865,4.551372,-4.971361,2.45723,4.207626,1.761306,2.52451,4.093596,2.017546,-2.953767,2.591994,3.670786,4.226937,3.799291,,2.678404,,
SIDM01047,-4.284411,-4.304938,2.870173,-2.011349,-5.952777,3.159066,-1.677952,0.598865,-3.56775,3.366772,,-1.068201,,,1.762916,3.410782,,,0.472351,4.140195,4.508292,,-3.276439,,2.803548,2.770188,-0.402284,2.454198,,-1.439979,-0.790595,2.984831,-6.379525,-3.599153,-0.217621,-2.823976,0.900277,,0.481266,3.721671,2.214524,4.639961,,,1.577176,2.345978,-0.809757,-4.001707,-2.925078,-5.461553,,,3.998316,3.123293,4.912707,,1.136805,-0.039989,2.152194,3.815366,-0.977062,1.894694,6.023902,2.880881,3.675982,-2.619212,4.452737,-2.176917,4.82056,2.0759695,3.321954,4.518575,-3.915371,3.427658,3.143728,4.181483,0.371473,1.171538,3.281831,0.307712,2.870502,3.233934,2.571181,3.896725,4.940521,0.864706,1.827754,4.035683,4.883428,3.965394,1.084073,3.75374,-0.465571,3.1755985,4.050907,3.679611,2.829409,,3.687761,1.426265,2.900044,-4.2667545,0.032729,4.658368,4.267491,4.317323,1.226572,1.3060715,1.751633,-1.027468,3.195604,4.785038,2.62634,2.738393,0.591751,3.448942,1.211154,1.827824,3.695298,4.759885,4.753332,3.630797,3.657693,1.832483,2.991521,0.612061,1.99325,3.396348,-5.636083,3.114251,2.54061,-1.529558,4.576101,3.439656,0.211326,-3.969646,1.814011,1.66173,3.410822,2.291095,,0.722687,,
SIDM00277,-4.087086,-6.404741,0.884619,-1.627588,-5.9420385,2.015027,-2.667469,0.391154,-6.045456,2.533731,,-5.631398,,,0.364645,1.337695,,,0.559817,0.374121,1.319906,,-2.948557,,1.381985,1.899339,-1.951717,0.783144,,-2.649991,-0.393851,1.056885,-5.40235,-5.010359,0.360938,-2.965805,-5.767339,,0.567361,0.976063,0.030545,3.21439,,,1.285487,2.626945,-1.133086,-4.349,-4.59933,-5.364615,,,1.957884,1.5098405,3.908924,-6.755454,1.503124,-0.812024,1.492843,3.62007,-4.548752,1.661894,2.666977,2.386368,2.138593,-2.955945,3.326665,-1.773611,1.325588,2.707488,4.138881,2.58378,-4.109063,3.022643,1.622313,4.376038,-0.754719,1.828067,4.400089,0.63209,,0.044264,0.546652,1.842795,3.712775,0.185238,-3.691049,4.138881,3.115896,2.03356,0.842011,3.685563,-1.238643,1.9778305,2.753537,0.843829,0.483016,,1.780099,0.788311,0.632956,-6.470021,-0.773254,3.171308,2.492955,2.853466,0.478971,-0.8122965,-4.394442,-3.810276,2.004972,2.891336,1.342705,0.728135,0.163408,2.955484,-0.019996,-4.508095,2.868022,3.30154,3.716336,2.157587,4.259122,1.108186,2.759415,1.832338,1.631627,2.668175,-3.973506,2.416808,2.425829,-5.768863,-3.350872,1.133255,-3.59404,-6.241712,0.713518,0.993915,3.784287,0.301192,,2.080042,,
SIDM00276,-1.187692,-4.357327,3.511597,1.02023,-4.342248,1.305402,2.919616,1.918139,2.55915,5.108775,,-0.32836,,,1.023762,4.323766,,,1.958924,5.551336,2.630796,,2.212186,,1.700677,2.798604,-3.714811,0.253595,,3.179694,1.162809,4.052226,-1.76611,-4.773216,2.254486,-3.496367,2.442512,,3.33115,5.794363,1.465118,4.712437,,,2.341885,4.539097,0.69313,-2.521316,-0.853925,-4.912509,,,2.902487,4.443114,5.453763,,4.497993,2.994999,2.415431,5.38301,1.534485,3.279714,6.574854,4.712236,3.994183,-0.437692,4.67402,0.615504,2.533949,3.5868355,4.466442,1.583371,-0.972496,2.865886,0.718067,4.977905,3.285115,3.693299,5.977444,2.759364,4.772205,5.318211,2.144205,3.415638,4.696673,2.721418,3.814932,4.189497,5.532656,4.480216,4.718155,4.815542,4.597581,2.714102,5.556884,3.186431,3.604565,,4.379697,3.813034,3.91211,-3.3375775,2.294515,5.268065,5.692595,5.198885,0.442025,3.8840795,4.118228,3.725604,2.924337,4.081191,3.388295,2.794676,0.761953,2.561545,0.333049,1.788151,2.937954,3.533719,5.464,4.41791,6.097513,1.400798,2.814336,2.2649,5.276543,3.414711,-2.904922,4.487093,5.003863,1.003988,5.502198,5.505642,4.675984,-4.266058,3.282472,2.093841,5.077697,4.159516,,5.016791,,
SIDM01042,-0.968118,-2.579106,4.217768,1.383184,-4.35673,3.127867,1.630295,0.746376,0.410832,3.527372,1.715134,-0.185508,4.554536,3.308019,2.069566,4.259613,0.868541,1.548053,1.036943,4.834131,4.016219,2.329374,2.006834,1.755282,-1.034357,3.395122,-3.297882,-0.582624,-1.260576,3.135347,0.081652,5.454729,2.081224,-3.415949,1.527043,-2.787844,1.384056,-3.040734,4.436238,3.5276835,1.833617,2.875272,2.748883,3.423865,2.068698,4.243009,0.938672,-4.064545,1.652178,-6.058874,2.093914,,2.349159,2.5168675,4.510588,,4.773901,1.109192,3.005296,3.588966,1.805794,3.566281,6.015188,3.99912,4.019874,-0.912025,4.252354,-0.941338,3.471816,-1.326726,1.462697,1.742485,-3.155068,3.44625,0.484697,5.03494,3.781422,2.512248,5.062318,-0.381307,1.392028,3.102435,4.191652,1.972323,4.4106,-5.776017,3.095559,4.384786,3.690852,3.749101,1.17544,3.611718,-1.064718,1.6865285,4.020805,2.970314,3.289224,3.276111,2.783049,1.088442,2.433137,-4.599355,-2.486899,3.50605,3.307499,4.532854,-0.021017,2.359009,2.034866,3.022566,-1.960224,3.683287,2.176895,-1.24161,3.165311,-2.266092,2.101879,1.425094,-0.477382,3.761466,4.322295,3.08304,4.437791,1.776958,1.930989,1.564731,1.940831,3.506587,-3.624767,2.585663,3.871147,0.626351,4.083817,2.395436,3.296546,-2.23157,2.733684,1.54054,4.00551,4.855805,-0.341211,2.129861,,-1.11902
SIDM00274,-2.464242,-0.794725,2.376796,2.129857,-1.404122,2.244903,0.634693,1.610963,5.358294,4.949011,,1.0594,,,-0.107832,6.310927,,,4.504809,5.948346,4.845802,,0.703828,,2.554634,4.857809,-1.29426,-0.393555,,-0.192468,0.237903,4.719338,-0.367752,-0.095807,3.530632,-1.930672,2.761439,,4.072055,4.2731445,1.454625,4.702871,,,2.574796,4.587296,1.286008,-3.348001,-0.313779,-4.776829,,,4.788972,4.750486,6.333979,-4.971303,4.499109,2.367271,4.954752,5.453185,-0.798722,6.268222,6.906812,5.184769,3.87639,0.588542,6.030771,3.801694,1.733427,2.430288,4.832734,3.703409,-2.191228,4.073373,0.303127,6.56124,3.356504,3.104764,6.129707,3.976628,,4.5181,3.774455,4.087172,5.346993,4.271529,5.406334,5.213026,5.378172,4.799211,4.614426,4.970487,2.707552,5.169666,4.716445,3.971223,2.188435,,5.351064,4.929783,1.631746,-2.6279455,0.953886,6.259762,5.595171,5.421136,0.884169,1.6454695,3.213001,2.09811,2.917362,5.408342,1.664879,4.272863,3.828356,3.223037,1.456034,2.216829,5.416683,4.611874,5.753257,5.228392,4.523739,4.039019,4.157796,3.759491,4.29392,3.223429,-4.91452,4.447757,1.088406,1.597397,6.449009,5.899412,3.79569,-1.850718,2.460795,1.646765,4.835118,4.173407,,6.333554,,
SIDM00227,-0.564026,-3.373983,2.993944,1.292915,-0.2946655,3.825421,4.775565,2.189781,2.94351,4.296944,,0.653538,,,2.32432,5.33424,,,2.398346,2.879773,2.295283,,3.968678,,3.108789,2.335229,-0.677762,1.546702,,0.897123,1.51555,4.34052,1.486447,-1.821749,2.959397,0.513513,3.132647,,4.078618,4.301338,2.21447,4.832872,,,3.549943,5.268356,1.24639,-0.908575,-0.012814,-4.440215,,,4.251085,4.6482295,6.172163,,4.649827,3.215465,4.341445,6.060964,-1.192349,4.785587,6.348305,5.671232,3.796045,-2.039149,6.233593,2.226185,5.76416,4.1223005,6.392879,6.004044,-3.096353,4.252761,2.406159,6.743588,1.420848,4.168222,6.201578,2.800434,5.979415,5.418617,4.502135,3.780592,5.67411,2.574033,3.298309,6.379075,5.550775,5.970913,4.503054,6.208731,4.518307,3.9637025,6.278102,5.717157,4.496437,,5.257144,1.216188,6.27981,-3.620988,1.040477,6.347352,5.043172,6.147773,1.342991,3.0270735,4.294991,6.163382,2.628457,6.169045,4.252724,3.691059,3.340363,4.448222,2.715985,1.746933,6.028731,6.381792,6.119744,4.720385,4.634226,1.937065,5.561948,2.502733,3.677664,3.890626,-2.007596,3.187649,6.13295,0.371699,5.237677,4.958656,2.768075,-1.002247,2.876422,2.139722,5.904375,4.56267,,3.913401,,
SIDM00544,-4.251222,-3.919262,1.79822,0.295123,-2.1184865,2.792481,2.510413,0.965534,4.375165,2.648142,,-1.229848,,,1.599148,4.543642,,,0.75986,1.813338,3.031288,,0.349828,,3.613302,4.292098,-1.173555,2.383088,,2.321485,-0.627428,2.48258,3.158685,-2.594326,1.06009,-0.179178,2.082543,,1.622726,3.2031855,3.521134,4.677896,,,2.78766,3.383788,-0.208686,-1.478976,-2.177399,-4.118304,,,3.372359,4.443054,4.69903,,2.11211,3.214324,2.004806,4.61183,1.537945,4.959981,6.423636,3.49862,4.188886,-1.95517,5.35537,-1.352186,5.302824,4.271719,4.813221,2.426774,-0.084693,3.933381,2.730074,5.475844,2.99146,1.467691,4.034699,1.606228,4.237241,4.021711,2.469718,2.643555,4.555814,1.321032,4.67399,5.573749,4.435873,3.946468,4.578199,5.544226,5.408323,3.3750905,4.043547,5.119525,5.499153,,4.1946,2.214826,5.547116,-3.6664145,-0.933173,5.183833,5.065276,5.530241,1.210598,2.7303225,1.721109,3.218362,4.027805,4.033891,2.89924,3.561163,-0.102684,4.792919,0.259993,1.181043,5.504614,4.549883,5.074146,4.346624,5.374063,2.047845,4.840384,0.822355,2.995805,3.672845,-3.303004,2.218034,3.342324,0.842387,4.924895,5.114944,1.360434,-3.323209,3.426804,2.188192,3.921393,1.050358,,4.183697,,
SIDM01259,-4.084049,-5.021512,1.343038,-1.459691,-4.1447785,3.81763,3.070608,1.193262,2.545046,2.806845,,-1.298542,,,0.455339,4.747736,,,0.833918,3.23908,2.87282,,1.899883,,0.728273,0.478227,-2.838755,-0.499655,,3.551629,-1.157639,4.424303,0.771307,-4.053082,0.666058,-5.407263,2.00322,,1.154739,2.422956,0.263836,3.680273,,,3.547413,2.530217,-0.332711,-1.965535,-3.353061,-5.253342,,,2.195598,3.376939,4.947278,-6.938196,2.376239,2.562107,0.945984,5.109423,2.880212,2.987032,6.369096,5.634687,2.492939,-0.668097,5.129478,0.566823,4.034989,1.828244,5.654485,1.750273,-2.517508,2.501343,0.168268,6.013281,5.478291,3.195761,3.944152,2.353518,,3.634164,1.325007,2.302194,5.076971,1.272454,2.59892,5.451362,3.855454,3.436881,1.398005,3.785077,0.170502,2.5182165,3.547115,2.968148,2.287726,,3.13574,3.863791,4.950228,-4.24547,-1.61115,5.708691,3.290773,5.678512,0.359592,1.4314725,2.784415,3.976358,1.165507,5.149304,2.944437,1.318455,0.50099,2.815194,1.327405,0.743141,1.653281,5.260623,3.395804,2.742406,3.262519,1.67687,3.514552,2.712135,1.701385,3.689658,-5.972191,2.778079,4.441181,0.629406,5.058468,3.385033,1.197682,-4.33834,2.303266,2.715791,2.766463,1.900401,,3.184678,,
SIDM01251,-4.563239,-5.839787,1.170455,-2.373215,-5.061064,2.359831,-0.908448,-0.33821,1.3198,3.214345,,-1.724946,,,0.689189,3.425024,,,0.410111,3.971742,2.307244,,-1.351321,,2.524064,2.861097,-3.505774,2.449474,,-3.916102,-0.348759,2.106646,2.74747,-4.387985,0.801548,-3.679541,2.13068,,0.001976,2.6135695,1.352297,4.413174,,,1.186256,1.903056,-0.535783,-3.823975,,-5.922925,,,,3.1123435,2.774351,,2.000187,,0.975615,2.669879,-4.561853,3.462666,5.366735,2.171706,3.080064,-2.649208,4.263344,-0.954157,2.563172,2.163935,4.017036,2.055432,-4.468996,2.982671,2.590463,4.209722,-0.023668,1.175264,2.998086,0.314504,,2.729345,1.619729,1.646359,3.296489,-3.080389,3.235952,3.93864,1.684397,2.913612,-0.410337,2.558959,-2.031559,2.760556,3.313478,2.929965,2.001914,,2.99345,1.821623,3.605396,-5.066743,-1.428805,4.330848,3.376166,2.669937,-0.306838,0.8948425,2.277,0.605813,,4.325502,2.07711,1.571292,0.784465,3.426512,1.014835,1.120522,3.405487,3.894073,2.072997,2.243075,2.263463,2.257767,1.971039,1.772958,2.913255,3.32536,-2.941097,2.605228,-1.603574,1.309225,3.872993,3.02086,0.278502,-5.550953,1.75344,1.966865,3.146473,1.521376,,2.301439,,
SIDM01073,-4.960306,-6.000927,1.189701,-0.055042,-5.8113135,3.200789,1.839409,0.468846,3.673529,2.89544,,-1.054126,,,0.756208,3.736953,,,0.204622,-0.007293,2.868737,,1.604825,,2.599039,2.641248,-2.253851,1.141599,,0.442703,0.066718,2.240124,1.286732,-5.360537,1.450254,-3.69633,1.944162,,0.115197,2.76656,2.264417,4.74616,,,2.963387,4.727797,-1.48693,-3.314845,-4.685713,-5.079331,,,2.590116,3.476323,5.298914,,3.657755,,0.133834,4.240526,0.28699,3.452463,2.615735,4.957938,4.496119,-3.153971,4.647808,-1.324043,4.463661,3.547213,4.926327,3.371211,-3.188364,2.444746,2.094365,4.86829,4.054191,2.425239,3.65555,1.53982,2.084788,3.601112,2.281082,3.969125,5.131238,1.527536,3.001602,4.028007,3.274084,4.404793,3.29276,4.482984,3.072192,2.370263,3.832702,4.11141,2.698734,,3.807957,3.218138,5.495081,-6.257996,-1.13544,5.402656,5.237847,5.438251,0.277492,1.979552,1.536721,0.248596,2.784279,4.987633,2.644735,1.94278,1.596781,3.119706,1.536259,1.821661,4.005015,4.616702,4.945657,4.129342,3.983793,2.392009,2.763075,1.390106,2.730048,2.858838,-5.255641,3.533362,3.08381,2.243259,2.944805,3.46774,0.543732,-6.453968,2.418166,1.086114,4.485648,2.211664,,4.988617,,
SIDM00875,-3.199791,-4.896489,2.228754,-0.536454,-5.9944935,1.294953,1.802932,1.715157,2.932172,3.380027,3.784703,-2.196984,4.322805,4.603324,0.447275,4.343388,3.346782,5.560402,0.244344,4.887807,3.582599,2.119933,3.263657,2.567187,3.099089,3.917157,-1.363732,1.07636,0.460992,0.740637,-0.393886,2.913345,-1.154952,-4.47089,2.072743,-2.428187,2.771465,,1.23108,2.789727,1.546521,4.287044,3.60901,4.544369,0.858493,3.226856,-0.544069,-2.636778,-5.852532,-4.839097,3.91794,,2.749891,4.009146,4.947997,,2.632237,2.248622,2.830617,4.104991,-0.208511,4.542075,6.838144,4.226337,3.948688,-1.536941,4.521247,-2.179967,1.388229,2.6044655,4.117945,1.853044,-2.734101,3.216363,1.535537,5.20919,1.736159,2.733614,4.661672,1.512616,2.557789,4.60687,3.447181,2.351603,4.619299,1.562286,2.783806,4.942007,4.959619,3.909984,2.914634,4.043915,2.221108,2.606947,5.064896,3.447104,2.873349,3.922469,4.116711,1.781387,1.71644,-5.369565,-0.303118,3.186345,4.11914,4.608855,0.747831,2.2543765,3.269015,2.228508,2.849733,4.592847,0.842041,2.559442,-0.244329,2.427227,-0.054453,1.122331,3.411752,4.853587,4.614722,4.101288,5.0303,1.968323,1.90071,1.727712,3.027823,3.433239,-3.863434,2.588276,3.860793,1.141415,5.036663,5.091302,0.000374,-5.687354,1.889158,1.35482,3.624048,0.834788,3.577742,3.928827,,1.303228
SIDM00596,1.208399,-0.089554,4.578924,4.422069,-0.549262,4.525409,-0.134281,1.763057,4.665651,5.707862,,1.289059,,,3.468383,4.809306,,,3.288891,5.602818,6.455319,,4.786719,,4.310095,5.657096,-0.847009,3.011077,,3.681137,1.089389,6.011727,3.092116,0.444996,5.386303,0.066308,2.926356,,5.371291,4.7841165,3.613963,4.80137,,,4.288198,5.921272,1.428447,-0.572553,3.20558,-4.844536,,,4.19262,4.242786,5.334872,,5.906119,4.601757,4.437674,5.355842,2.707686,4.823075,7.161519,6.028998,5.223808,0.891023,5.663896,0.583383,4.292931,5.422445,5.638715,6.341908,1.475547,5.140768,3.235358,6.20985,5.222699,3.317124,5.549169,3.066795,,3.961272,3.909252,5.517139,6.19133,6.196221,4.484312,5.611856,5.412747,4.300092,2.921033,5.942572,1.626862,5.0005095,3.996395,5.171531,4.71972,,3.804135,4.081919,6.163484,-3.4876445,0.277846,6.153473,3.454416,5.957135,1.996201,3.9850855,3.088884,1.641959,3.938672,5.423192,3.237182,3.860339,2.778481,4.569517,3.097548,4.590834,5.244861,5.455785,5.719043,5.809894,6.557749,5.001886,5.11993,2.300413,5.477762,3.973387,-4.029166,4.295686,2.176118,3.757552,4.29207,6.180363,4.394684,0.170927,3.912337,4.82852,5.801982,4.31037,,4.656879,,
SIDM00064,-3.36609,-4.152616,2.622104,2.534327,-4.755509,3.897607,1.339957,2.471981,4.468791,4.57699,,0.528847,,,2.180349,4.146515,,,2.290631,4.842094,4.093217,,1.776106,,4.646118,4.130709,-0.62038,2.080067,,2.736201,1.123312,5.036681,0.806491,-0.455586,2.928633,-3.236959,2.552102,,2.000251,5.8683425,1.897218,2.886846,,,2.863954,4.975183,0.362204,-3.588375,-2.685763,-5.218833,,,3.884446,3.066251,5.539148,-5.430862,3.558043,0.333289,4.132513,5.327325,1.450184,5.601671,6.191981,5.257481,4.300304,-1.635852,5.227519,-0.33734,3.898182,5.283296,5.66511,4.351783,-3.473485,5.033927,3.82378,5.590459,3.23971,3.039489,4.280951,3.053579,,4.691684,3.565192,3.639677,5.819146,2.289213,3.139338,5.716575,4.88004,2.844177,3.323396,4.262646,1.874329,4.406714,4.242756,2.861308,3.610163,,3.341584,2.563317,4.063595,-3.3111535,-0.782629,5.348885,5.150963,5.60955,1.034761,1.403239,3.450881,2.651121,3.687102,4.789741,2.860065,3.815291,2.029685,4.681411,1.429523,1.406338,4.538596,5.288375,4.784005,4.481404,5.214936,4.416467,4.965274,3.31566,2.164365,3.773458,-5.721392,3.131567,3.795315,1.819798,5.002846,5.297099,4.537834,-3.907164,3.33781,3.467475,4.412477,4.894031,,5.209064,,
SIDM00291,-1.810866,-4.446881,3.742575,0.132225,-2.737764,3.852421,5.062544,1.378124,0.548558,5.335857,,1.704844,,,1.821167,3.184011,,,1.790696,2.696665,2.738022,,2.42562,,2.937705,2.656162,-1.400841,1.282135,,-2.621855,0.765246,4.763308,3.79236,-3.909668,2.353418,-0.923959,0.846309,,3.476048,4.177433,2.038875,2.873352,,,3.87824,4.608738,1.823493,-2.624957,1.34694,-4.904819,,,3.429537,3.376239,4.893466,-3.816043,3.666162,2.774569,4.188163,5.207579,-4.776773,2.675849,6.387708,5.457446,3.244095,-0.892174,5.952111,0.777232,5.191311,2.544847,6.117756,2.556583,-1.514633,3.415012,2.298634,5.66248,-1.031174,1.490115,5.643675,2.786268,,4.364814,4.70432,1.980388,4.646106,1.873745,2.80195,5.797685,3.539069,3.180981,3.334355,4.847548,2.521614,2.5919905,6.468195,2.664186,2.584861,,5.501173,4.157944,6.094834,-3.694568,-0.26367,5.463437,5.939084,5.511902,1.458786,0.025652,4.214429,4.077179,2.390362,5.947101,3.712181,4.675273,4.015167,5.14891,2.148796,2.018492,5.014612,5.977976,4.707653,3.621944,6.430298,1.479178,5.244247,3.531437,1.676722,4.801445,-4.987649,3.387266,5.720107,2.119443,5.999012,6.1851,3.255962,-2.315913,0.230637,1.151943,4.829997,3.412522,,5.507984,,
SIDM00679,-3.433779,0.52378,2.558911,0.409201,-0.438046,3.002973,3.529279,2.630618,4.497331,4.125674,,2.08153,,,2.226459,4.892385,,,3.084201,5.669229,5.608532,,3.248867,,5.28511,5.2824,1.555285,2.732432,,1.4016,2.042152,2.029986,2.72484,-0.400741,3.799352,-0.478209,2.658786,,1.136705,5.5576265,2.672153,4.316493,,,2.209739,4.423336,1.073704,-2.4765,-3.223772,-3.433612,,,3.729629,3.403058,5.501806,,4.060962,3.167108,0.988714,3.470597,1.293556,5.527755,6.613651,4.120413,4.574973,-0.523291,4.185684,1.394609,2.937705,5.120489,5.376646,5.191782,1.320027,4.916629,2.570046,5.223769,2.654829,2.388778,4.678552,0.668498,4.380427,2.504739,3.367449,5.139198,5.337516,2.517121,3.745264,5.138674,5.496185,2.90143,3.011498,4.814788,3.775427,4.1519115,3.835765,3.826305,3.98793,,3.214361,2.539548,3.901517,-3.5763045,0.40641,4.748119,3.466144,4.700123,1.88512,2.553914,1.562323,2.606165,3.348484,3.27339,1.974491,4.077822,2.151205,3.29333,0.727931,2.931119,5.232352,5.019394,4.653622,4.26101,4.500351,5.035517,4.426443,1.29309,4.023092,3.043489,-4.267779,2.484258,3.499285,2.835711,4.911196,4.716529,4.050187,-0.68695,2.980137,4.542778,4.656964,4.74239,,4.420963,,
